text,complexity,taboo_word_0,taboo_word_1,taboo_word_2,taboo_word_3,taboo_word_4,taboo_word_5,taboo_word_6,taboo_word_7,taboo_word_8,taboo_word_9
تبلت,1,صفحه نمایش,کامپیوتر قابل حمل,لمسی,سیستم عامل,برنامه,چندرسانه‌ای,شبکه اجتماعی,خیزران,بازی,کتابخوان
اپل  ,1,گوشی,تبلت,کمپانی,فناوری,نیروگاه,سیب,طراحی,سیستم‌عامل,خرید,محصولات
موس,1,کامپیوتر,حسگر,شامل,دستگاه,دکمه,حرکت,کنترل,صفحه,کاربر,فناوری
کیبورد,2,کامپیوتر,دکمه,نوشتن,صفحه کلید,تایپ,کنترل,صفحه نمایش,وایرلس,تجهیزات,فناوری
مانیتور,2,صفحه نمایش,کامپیوتر,تصویر,کنترل,ویدیو,پورت,سیگنال,نصب,تکنولوژی,صفحه کلید
تاچ,1,لمس,صفحه,تکنولوژی,گوشی,حرکت,تعامل,تجربه,دست,ورودی,کنترل
فتوشاپ,1,ویرایش,عکس,گرافیک,نرم‌افزار,طراحی,افکت,رنگ,بهبود,فیلتر,کاربردی
هندزفری,2,گوشی,صوتی,اتصال,سیم,پخش,هدفون,موسیقی,نوازش,کاربرد,کوچک
هدست,1,گوشی,صدا,موسیقی,بلندگو,سیمی,بی‌سیم,گفتگو,پخش,کنترل,اختصاصی
بازار,1,فروش,خرید,اجناس,محصولات,تجارت,دستفروش,مشتری,فروشنده,بازرگانی,محل
اس ام اس,1,پیام,متن,موبایل,ارتباط,کلمات,نازل,خبر,گفتگو,سیستم,سرعت
دیوار,2,ساختمان,فضا,محافظ,سقف,جدول,بنا,نرده,جدایی,مرز,بخش
گوگل,1,جستجو,موتور,اینترنت,وب,سایت,فناوری,داده,اطلاعات,پیدا کردن,نتایج
یاهو,2,ایمیل,وبسایت,جستجو,چت,پیام,سرویس,پست,کاربر,اینترنت,گروه
فیسبوک,2,شبکه اجتماعی,دوستان,پست,کامنت,عکس,میلیاردها,لایک,چت,پیج,حساب کاربری
یوتیوب,2,ویدیو,پلتفرم,اشتراک‌گذاری,محتوا,فیلتر,کانال,بیننده,سناریو,موسیقی,نتیجه‌گیری
ویکی پدیا,3,دانشنامه,مقاله,اطلاعات,منبع,بزرگ,کاربر,ویرایش,محتوا,آزاد,جستجو
آمازون,1,رودخانه,جنگل,تبعید,برزیل,محیط زیست,حیات وحش,طوروس,تنوع زیستی,ایالت,پرندگان
توییتر,2,شبکه اجتماعی,توئیت,دنبال کننده,پیام,هشتگ,پست,لبخند,غیررسمی,امتیاز,گفتگو
آپارات,2,ویدیو,سایت,نمایش,پخش,فيلم,کاربر,محتوا,شیر,بارگذاری,کانال
دی جی کالا,2,خرید آنلاین,فروشگاه اینترنتی,تجارت الکترونیک,محصولات,پست رایگان,تخفیف,مدل‌های مختلف,بررسی محصول,تحویل سریع,خدمات مشتریان
موزیلا ,3,مرورگر,اینترنت,وب,نرم‌افزار,قدرتمند,رایگان,سیستم عامل,توسعه دهنده,انگشت نگاری,باگ
گوگل کروم,2,مرورگر,اینترنت,برنامه,جستجو,گوگل,وب,دستگاه,وب‌سایت,فضای مجازی,دانلود
باتری,2,قدرت,الکتریسیته,شارژ,خودرو,تجهیزات,انرژی,موبایل,مدار,منبع,دستگاه
وایبر,2,پیام,برنامه,نسخه,گفتگو,تلفن,تماس,چت,گروه,مکالمه,رایگان
سی دی,2,دیسک,مدیا,ذخیره‌سازی,موسیقی,فیلم,اطلاعات,خواندن,بازاریابی,اسم لایه,انتقال
ویبره,2,حرکت,صدا,لرزش,موتور,تجربه,احساس,بازی,لذت,تکانه,ماساژ
سلفی,2,عکس,تلفن همراه,خود,چهره,فیلتر,شبکه های اجتماعی,موبایل,تخصصی,نمای نزدیک,حالت
سایت,2,اینترنت,وب,صفحه,محتوا,لینک,فناوری,دسترسی,جستجو,رسانه,برنامه
وبلاگ,3,محتوا,ناظر,نویسنده,اینترنت,شفاف,نشر,مقالات,دلیل,گفتگو,بروز
کپشن,2,متن,عکس,شبکه اجتماعی,توضیحات,پست,هشتگ,نشر,جذاب,محتوا,بخشی
اندروید ,2,سیستم عامل,موبایل,گوگل,نرم‌افزار,تبلت,دستگاه,برنامه,بازار اپلیکیشن,توسعه,شبکه
ios,1,اپل,سیستم‌عامل,موبایل,گجت,برنامه,آیفون,تبلت,آیپد,مسیر,طراحی
ویندوز فون,3,موبایل,سیستم عامل,مایکروسافت,تلفن هوشمند,برنامه,اپلیکیشن,صفحه لمسی,نرم‌افزار,سخت‌افزار,بازار
پاوربانک,1,شارژ,باطری,برق,گجت,تنقلات,روشن,نقل,موبایل,پورت,نُت
مونوپاد,1,دوربین,عکس,پایه,تنها,عکاسی,هندزفری,دستگاه,پشتیبانی,حرکت,فیلمبرداری
شارژر,1,برق,گوشی,باتری,دوشاخه,تجهیزات,قدرت,منبع,کابل,دستگاه,پیوند
کابل گوشی,3,صدا,اتصال,گوشی,موسیقی,برقی,هدفون,تکنولوژی,مدل,لوازم,پورت
قلم لمسی,3,مسی,صفحه لمسی,نوشتن,دستگاه,تکنولوژی,دیجیتال,قلم,تکتونیک,جاگیری,اندازه‌گیری
لپ تاپ,1,کامپیوتر,موبایل,صفحه کلید,صفحه نمایش,قابل حمل,تکنولوژی,برنامه,باتری,ویندوز,اینترنت
ایسوس,2,لپ‌تاپ,کامپیوتر,تکنولوژی,سخت‌افزار,برند,مادربورد,نوت‌بوک,تجارت,گرافیک,سیستم
توشیبا,3,تلویزیون,برند,الکترونیک,لوازم خانگی,ژاپن,دستگاه,فناوری,رایانه,سود,تعمیر
دل,1,عشق,احساس,احساسات,روح,زندگی,تپش,خوشحالی,تجربه,خاطرات,شعور
سونی,2,بازی,کنسول,پلی استیشن,تکنولوژی,خریداری,ایکس باکس,گیمینگ,کمپانی,نسل جدید,نرم‌افزار
نوکیا,2,موبایل,تلفن,سازنده,تکنولوژی,فرانسه,دکمه,سیستم‌عامل,قدیمی,طراحی,فنلاند
اچ تی سی,2,موبایل,تلفن هوشمند,گوشی,تکنولوژی,اندروید,بازار,صفحه نمایش,ویژگی,مارک,نوآوری
سامسونگ,1,گوشی,تلفن,شرکت,الکترونیک,مدل,تکنولوژی,صفحه نمایش,اندروید,رقیب,اسمارت
دوربین,2,عکس,فیلم,لنز,تجهیزات,ضبط,تصویر,موبایل,ویدئو,نورنگاری,حسگر
فلش,1,ذخیره,مدار,داده,نقل و انتقال,فناوری,حافظه,پورت,نرم‌افزار,کامپیوتر,انتقال
canon,1,قانون,کتاب مقدس,سلسله,غیررسمی,مجموعه,اصول,نظم,شرایط,قبول شدن,مراجع
نیکون,3,خوب,بهترین,زیبا,مثبت,مفید,عالی,فاخته,سعادتمند,دلپذیر,جذاب
لنز دوربین,2,عکس,عکاسی,فوکوس,دوربین,زوم,نور,مدل,فیلتر,پرتره,پیکسل
کارت حافظه,3,ذخیره,داده,فایل,دوربین,گوشی,انتقال,حافظه,فضای ذخیره‌سازی,کامپیوتر,بیت
کارت گرافیک,3,پردازشگر,بازی,تصویر,سیستم,کامپیوتر,گرافیک,نمایش,عملکرد,CPU,رم
کیس,2,محفظه,جعبه,پوشش,ابزار,تجهیزات,سیستم,واء,حمل,مصنوعات,فضا
اسپیکر,2,صدای بلند,پخش کردن,موسیقی,دیجیتال,کابل,اتصال,آکوستیک,جرم,هدفون,بلندگو
کارت شبکه,3,اینترنت,اتصال,کامپیوتر,تجهیزات,انتقال داده,پورت,دیجی‌تال,سیگنال,سیستم,شکل‌گیری
هارد اکسترنال,2,ذخیره‌سازی,فلش,داده‌ها,کامپیوتر,متصل,باکس,حافظه,طولانی‌مدت,پورت,نحوه انتقال
پرینتر,2,چاپ,کاغذ,کپی,نوشتن,دستگاه,متن,تکنولوژی,برق,سازمان,غلط
اسکنر,2,پرینتر,تصویر,فایل,دستگاه,شارژ,کپی,رایانه,سیاه و سفید,داده,عکس
لیزر,2,پرتو,نور,جراحی,دقت,فناوری,تراشیدن,معالجه,دندانپزشکی,گرما,میکروند
تخته هوشمند,2,پروژکتور,کلاس,آموزش,لمسی,تکنولوژی,معلم,دانش‌آموز,نمایش,سرگرمی,تعامل
اِل جی,2,تلویزیون,فناوری,صفحه نمایش,صوتی,کنترل از راه دور,سیستم عامل,مدل,خرید,برند,کیفیت تصویر
بلندگو,1,صدا,موسیقی,افزایش,پخش,وسیله,گفتگو,تجهیزات,موج,مربع,سخنرانی
سینما خانگی,2,تلویزیون,فیلم,دستگاه,صوتی,صفحه نمایش,پخش,نور,سندرم,کنترل از راه دور,جلوه‌های ویژه
کلیک,2,ماوس,دکمه,کامپیوتر,اینترنت,وبسایت,عملکرد,انتخاب,صفحه,کنش,نقطه
share,2,تقسیم,همکاری,همیاری,تحویل,دریافت,همراهی,فراهم کردن,هدیه,جمع,گذراندن
اسکلت,2,استخوان,قفسه سینه,بدن,جنازه,محل دفن,جسم,فسیل,پیکر,حرکت,تحلیل
مفصل,2,حلقه,ارتباط,حرکت,بدن,پیوستگی,نقطه,انعطاف,چرخش,ساختار,نرم
رباط,1,سگ,غذای,بهداشت,پزشکی,حرکت,تمرین,گرفتاری,کفش,بیماری,پیشگیری
ماهیچه,2,عضله,قدرت,بدن,حرکت,ورزش,سختی,تمرین,توانایی,جوانه,کشف
تاندون,2,کشش,عضله,بافت,حرکت,جسم,الاستیسیته,اتصال,جراحت,حرکت کردن,ورزش
دهان,1,زبان,لب,خوردن,صدا,گفتگو,مکالمه,دندان,بخور,تنفس,مسواک
دندان,1,سلامتی,مسواک,دندانپزشک,خوراکی,سفید,مزه,پوسیدگی,لثه,جویدن,لبخند
زبان,1,گفتار,سخن,بیان,ناحیه,صوت,تبادل,مکالمه,زبانشناسی,پیوند,دسته
غدد بزاقی,3,ترشح,مواد غذایی,نظام گوارش,دهان,آب دهان,انگشت زدن,بزاق,غده,بلع,عملکرد
حلق,2,گلو,صدای,بلع,آواز,تنفس,صحبت,حرف زدن,غذا,خوراکی,معده
مری,2,سیاره,کهکشان,مدار,قرمز,زمین,فاصله,فضا,تقویم,سطح,اینجا
معده,1,غذا,هضم,درد,سوزش,پزشکی,روده,سلامت,معده‌درد,نقطه,صفحه
روده کوچک,1,گوارش,روده بزرگ,غذا,سوء هاضمه,مدفوع,کبد,عمل جراحی,سیستم هاضمه,بیماری,بهداشت
روده بزرگ,1,سیستم گوارش,چندلایه,جذب مواد غذایی,بیماری روده,درد شکم,حرکات روده,پهلوی شکم,مدفوع,پروبیوتیک,روده ریز
کبد,1,اندام,بیماری,سم,هضم,غذا,محصول,سلول,کبد چرب,مادّة,پزشکی
کیسه صفرا,2,کبد,تنظیم چربی,کیسه,پانکراس,روده,نظام گوارشی,صفرا,سنگ,هضم,عملکرد
حنجره,1,صدا,موزیک,خواندن,دیافراگم,زمانی,زبان,تنفس,گفتگو,بخوان,حس
ریه,2,تنفس,آسیب,بیماری,اکسیژن,سرفه,خون,تن,سیگار,دود,عفونت
کلیه,2,پزشکی,اعضای بدن,پزشی,فیلتر,پیشاب,سنگ,عفونت,عمل جراحی,غشا,مکانیسم
غده هیپوفیز,2,غده,مغز,هورمون,سیستمEndocrine,تنظیم,ترشح,پیشانی,کنترل,توسعه,عملکرد
قلب,1,محبت,عاطفه,ضربان,سکته,احساس,شعور,احساساتی,رگ,عروق,زندگی
مویرگ,2,خون,عروق,رگ,گردش,ریه,سلول,بافت,مغز,فشار,تنفس
مغز استخوان,2,خون,سلول,محل تولید,بیماری,پزشکی,نخاع,جسم,تشکیل,استخوانی,بافت
مغز  ,1,عقل,هوش,تفکر,احساس,ذهن,یادگیری,محاسبه,شعور,تحلیل,درک
مخچه,1,خمیر,برنج,نان,پختن,مخلوط کردن,شیرینی,غذا,ماده اولیه,کیک,شکلات
عصب ,2,تنش,ناراحتی,پالس,مغز,عواطف,سیستم,حرکت,درد,احساس,فشار
نخاع,1,سیستم عصبی,اعصاب,پیوند,درد,مغز,حرکت,حیات,ضربه,تکان,صدمه
چشم,1,بینایی,بیننده,رنگ,نگاه,صورت,پلک,بصری,دیده,چشمک,عکاسی
قرنیه,2,چشم,بینایی,لایه,عدسی,بیماری,پزشکی,جراحی,فوتوگرافی,نور,میکروسکوپ
عدسی,2,ذره,شکل,لنز,بیننده,تنظیم,نوری,فوتوگرافی,بزرگنمایی,تجزیه,نگاه
گوش,1,شنیدن,صدا,حس,جسم,قسمت,موسیقی,گوشی,صدای بلند,تفاوت,یادگیری
لاله گوش,1,صوتی,بشنوید,خودکار,تکنولوژی,نمایش,اصوات,میکروفون,گوشی,بزرگ,آواز
پرده گوش,1,صدا,شنوایی,اهتزاز,لرزش,گوش,حس,عصب,موج,فرکانس,تکان
حلزون گوش,2,مخروطی,حیوان,صدای,سیستم,توازن,زبان,احساس,تجسم,نظام,کارکرد
زبان,1,گفتار,صحبت,نطق,زبانشناسی,گویش,عبارت,صدای,تخاطب,بیان,رسمی
پوست,1,درم,مو,بدن,جوان,چروک,حساس,زخم,آفتاب,پوستری,عفونت
گردش خون,2,قلب,عروق,پمپاژ,خون,رگ,پیشرفت,بهداشت,اکسیژن,ناراحتی,سیستم
گلبول سفید,2,سلول,ایمنی,خون,پادتن,عفونت,جسم,بیماری,پلاسمای,میکروبی,مدافعتی
گلبول قرمز,1,خون,اکسیژن,سیستم گردش خون,بیماری,سلول,قلب,پلاسمای خون,هموگلوبین,تغذیه,آهن
خشم,2,عصبانیت,احساس,تنش,غضب,ناراحتی,خودکنترلی,هیجان,عکس‌العمل,نزاع,تنقید
هیجان,2,احساس,تجربه,چالش,دردسر,شگفتی,سرگرمی,جنب و جوش,هیجان‌انگیز,شور,خروش
نگرانی,3,اضطراب,ترس,نگرش,فکرمشغولی,دلهره,پریشانی,ناامیدی,خطر,تنش,بیم
ترس,1,وحشت,نگرانی,هراس,دلهره,تنش,گلرو,بحران,آشفتگی,اضطراب,خوف
افسردگی,2,ناامیدی,غمگینی,احساس,تنهایی,کاهش انرژی,خستگی,افکار منفی,انزوا,بی‌علاقگی,درد روحی
تنهایی,2,سکوت,یاد,جدایی,احساس,زخم,درون,تنش,فقدان,شکسته,دوری
احترام,1,محبت,تقدیر,فرهنگ,ادب,نزاکت,حقوق,احسان,رسم,صلح,تعارف
تاسف,3,ناراحتی,اندوه,غم,کلافگی,دماغ,پشیمانی,شکایت,نقص,خطا,یادآوری
سرما خوردن,1,بیماری,عفونت,تب,علائم,سرفه,گلو,ناخوش,سرما,سردی,بخار
آغوش,1,بوسه,عشق,دست,نزدیک,پناه,محبت,صمیمیت,تندرستی,گرم,دوست
دپرس,2,احساس,غمگین,تنهایی,افسردگی,ناامیدی,رنج,بی‌حوصلگی,کاهش انرژی,افکار منفی,خودکشی
شکست عشقی,3,جدایی,درد,گریه,عشق,تنهایی,احساس,انتظار,ناامیدی,رنج,ترک
عشق,1,محبت,دوست داشتن,احساس,روابط,دل,هیجان,رمانتیک,وفاداری,نوازش,غمگینی
پوز خند,3,تجلیل,خوشحالی,نیشخند,تفریح,بازخند,شادی,دوستی,تسکین,خنده,شوخی
اشک شوق,1,احساسات,خوشحالی,گریه,سرور,خودشکوفایی,شادی,عشق,مبارک,دهان,لبخند
گریه و زاری,2,آه,ناله,غم,درد,سوز,فریاد,احساسات,اشک,تنهایی,آشفتگی
عرق سرد,1,تعریق,حرارت,گرفتگی,خنکی,ماسک,استرس,پیشانی,نشانه,ضربان,احساس
